"Name","Kind","Refs","DefFiles","FirstFile","FirstLine","AnyPartial"
"LocusPair","class","9","MiniRPG.Shared\Core\Genetics\GeneModels.cs","MiniRPG.Shared\Core\Genetics\GeneModels.cs","74","False"
"MaterialRegistry","class","9","MiniRPG.Shared\Core\Data\MaterialDef.cs","MiniRPG.Shared\Core\Data\MaterialDef.cs","30","False"
"MultiplayerSessionConnectResult","class","9","MiniRPG.Shared\Module\Session\MultiplayerSessionBackend.cs","MiniRPG.Shared\Module\Session\MultiplayerSessionBackend.cs","20","False"
"PanelLayoutStore","class","9","Module\Panel\PanelLayoutStore.cs","Module\Panel\PanelLayoutStore.cs","11","False"
"PortraitComposer","class","9","App\RuntimeUi\PortraitComposer.cs","App\RuntimeUi\PortraitComposer.cs","15","False"
"PreparedLoadCandidate","class","9","MiniRPG.Shared\Module\GameSessionModule.cs","MiniRPG.Shared\Module\GameSessionModule.cs","1051","False"
"PzItemWorldRenderCompatEntry","class","9","MiniRPG.Shared\Core\Data\PzWorldVisualRegistry.cs","MiniRPG.Shared\Core\Data\PzWorldVisualRegistry.cs","188","False"
"PzWorldVisualRegistryDocument","class","9","MiniRPG.Shared\Core\Data\PzWorldVisualRegistry.cs","MiniRPG.Shared\Core\Data\PzWorldVisualRegistry.cs","10","False"
"RevivalCostsConfig","class","9","MiniRPG.Shared\Core\Revival\RevivalCostModel.cs","MiniRPG.Shared\Core\Revival\RevivalCostModel.cs","163","False"
"RoomRoleDef","class","9","MiniRPG.Shared\Core\Data\FacilityModels.cs","MiniRPG.Shared\Core\Data\FacilityModels.cs","507","False"
"RoomRuntimeHost","class","9","MiniRPG.Shared\Core\Multiplayer\DedicatedGameServerHost.cs","MiniRPG.Shared\Core\Multiplayer\DedicatedGameServerHost.cs","80","False"
"SaveHeader","class","9","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","36","False"
"TerrainAccess","class","9","MiniRPG.Shared\Core\World\TerrainAccess.cs","MiniRPG.Shared\Core\World\TerrainAccess.cs","6","False"
"TradePanelModule","class","9","Module\Panel\TradePanelModule.cs","Module\Panel\TradePanelModule.cs","11","False"
"UIAccessibilityService","class","9","Module\Panel\UIAccessibilityService.cs","Module\Panel\UIAccessibilityService.cs","37","False"
"VoxelDrawCommand","struct","9","Module\Render\IsometricVoxelRenderer.cs","Module\Render\IsometricVoxelRenderer.cs","2159","False"
"ZoneType","enum","9","MiniRPG.Shared\Core\Zone\ZoneModule.cs","MiniRPG.Shared\Core\Zone\ZoneModule.cs","12","False"
"AutoTestScenarioDef","class","10","Module\AutoTestModels.cs","Module\AutoTestModels.cs","30","False"
"CommandRejectedMessage","record","10","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","451","False"
"ConversationModule","class","10","MiniRPG.Shared\Core\Conversation\ConversationModule.cs","MiniRPG.Shared\Core\Conversation\ConversationModule.cs","10","False"
"ConversationState","class","10","MiniRPG.Shared\Core\Conversation\ConversationModels.cs","MiniRPG.Shared\Core\Conversation\ConversationModels.cs","15","False"
"ENetHostOption","enum","10","MiniRPG.Shared\Vendor\ENet\include\enet.cs","MiniRPG.Shared\Vendor\ENet\include\enet.cs","41","False"
"ENetNativeLifetime","class","10","MiniRPG.Shared\Module\Network\ENetNativeLifetime.cs","MiniRPG.Shared\Module\Network\ENetNativeLifetime.cs","6","False"
"FarmActionResult","class","10","MiniRPG.Shared\Core\Farm\FarmModule.cs","MiniRPG.Shared\Core\Farm\FarmModule.cs","233","False"
"GameEventConsequenceRouter","class","10","MiniRPG.Shared\Core\Events\GameEventConsequenceRouter.cs","MiniRPG.Shared\Core\Events\GameEventConsequenceRouter.cs","23","False"
"GrassOverlayPass","class","10","Module\Render\Surface\GrassOverlayPass.cs","Module\Render\Surface\GrassOverlayPass.cs","43","False"
"HealthThoughtSources","class","10","MiniRPG.Shared\Core\Health\HealthModels.cs","MiniRPG.Shared\Core\Health\HealthModels.cs","23","False"
"IIncidentWorker","interface","10","MiniRPG.Shared\Core\Event\IIncidentWorker.cs","MiniRPG.Shared\Core\Event\IIncidentWorker.cs","9","False"
"ItemSizeDef","class","10","MiniRPG.Shared\Core\Data\ItemSizeRegistry.cs","MiniRPG.Shared\Core\Data\ItemSizeRegistry.cs","14","False"
"ItemSnapshot","class","10","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","MiniRPG.Shared\Core\Map\SaveSnapshot.cs","700","False"
"JoinAcceptedMessage","record","10","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","433","False"
"MultiplayerHubTemplateOption","class","10","Module\MultiplayerHubModule.cs","Module\MultiplayerHubModule.cs","9","False"
"PresetScenarioDef","class","10","MiniRPG.Shared\Core\Map\PresetScenarioCatalog.cs","MiniRPG.Shared\Core\Map\PresetScenarioCatalog.cs","11","False"
"PzTileCatalogDocument","class","10","MiniRPG.Shared\Core\Data\PzTileCatalog.cs","MiniRPG.Shared\Core\Data\PzTileCatalog.cs","11","False"
"PzVisualVector2","class","10","MiniRPG.Shared\Core\Data\PzWorldVisualRegistry.cs","MiniRPG.Shared\Core\Data\PzWorldVisualRegistry.cs","163","False"
"RecentEventEntry","class","10","MiniRPG.Shared\Core\Combat\DeathReport.cs","MiniRPG.Shared\Core\Combat\DeathReport.cs","36","False"
"RecipeDef","class","10","MiniRPG.Shared\Core\Data\FacilityModels.cs","MiniRPG.Shared\Core\Data\FacilityModels.cs","287","False"
"ResourceCatalogFrame","class","10","Module\Editor\ResourceCatalogStore.cs","Module\Editor\ResourceCatalogStore.cs","82","False"
"ServerActionStatus","enum","10","MiniRPG.Shared\Module\ServerActionGateway.cs","MiniRPG.Shared\Module\ServerActionGateway.cs","10","False"
"ServerAuditCategory","enum","10","MiniRPG.Shared\Core\Multiplayer\ServerAuditLog.cs","MiniRPG.Shared\Core\Multiplayer\ServerAuditLog.cs","6","False"
"SurgeryOperationDef","class","10","MiniRPG.Shared\Core\Data\ItemContentDefinitions.cs","MiniRPG.Shared\Core\Data\ItemContentDefinitions.cs","120","False"
"SurgeryOperationModes","class","10","MiniRPG.Shared\Core\Data\ItemContentDefinitions.cs","MiniRPG.Shared\Core\Data\ItemContentDefinitions.cs","135","False"
"TimelineDebugSnapshot","class","10","MiniRPG.Shared\Core\Combat\TimelineTurnManager.cs","MiniRPG.Shared\Core\Combat\TimelineTurnManager.cs","249","False"
"ToastKind","enum","10","Module\Panel\ToastOverlay.cs","Module\Panel\ToastOverlay.cs","7","False"
"TradeResult","class","10","MiniRPG.Shared\Core\Trade\TradeModule.cs","MiniRPG.Shared\Core\Trade\TradeModule.cs","7","False"
"UIScaleService","class","10","Module\Panel\UIScaleService.cs","Module\Panel\UIScaleService.cs","24","False"
"WeatherFxMode","enum","10","Module\Render\WeatherFxVisualResolver.cs","Module\Render\WeatherFxVisualResolver.cs","7","False"
"ActorDerivedStateUpdater","class","11","MiniRPG.Shared\Module\ActorDerivedStateUpdater.cs","MiniRPG.Shared\Module\ActorDerivedStateUpdater.cs","6","False"
"AIDispatcher","class","11","MiniRPG.Shared\Core\AI\AIDispatcher.cs","MiniRPG.Shared\Core\AI\AIDispatcher.cs","13","False"
"ClimbingService","class","11","MiniRPG.Shared\Core\World\ClimbingService.cs","MiniRPG.Shared\Core\World\ClimbingService.cs","13","False"
"ConversationDef","class","11","MiniRPG.Shared\Core\Conversation\ConversationModels.cs","MiniRPG.Shared\Core\Conversation\ConversationModels.cs","146","False"
"ConversationStage","enum","11","MiniRPG.Shared\Core\Conversation\ConversationModels.cs","MiniRPG.Shared\Core\Conversation\ConversationModels.cs","8","False"
"FacilityPlacementResult","class","11","MiniRPG.Shared\Core\Facility\FacilityConstructionModule.cs","MiniRPG.Shared\Core\Facility\FacilityConstructionModule.cs","8","False"
"GameSessionCommandSubmitResult","class","11","MiniRPG.Shared\Module\Session\IGameSessionBackend.cs","MiniRPG.Shared\Module\Session\IGameSessionBackend.cs","54","False"
"GameSessionStartResult","class","11","MiniRPG.Shared\Module\Session\IGameSessionBackend.cs","MiniRPG.Shared\Module\Session\IGameSessionBackend.cs","35","False"
"GeneCatalog","class","11","MiniRPG.Shared\Core\Genetics\GeneCatalog.cs","MiniRPG.Shared\Core\Genetics\GeneCatalog.cs","13","False"
"IncidentCategory","enum","11","MiniRPG.Shared\Core\Event\IncidentDef.cs","MiniRPG.Shared\Core\Event\IncidentDef.cs","52","False"
"ISettingsFlowPanel","interface","11","Module\Panel\SettingsFlowCoordinator.cs","Module\Panel\SettingsFlowCoordinator.cs","47","False"
"LimbTargetRequest","class","11","Module\Panel\LimbTargetPanelModule.cs","Module\Panel\LimbTargetPanelModule.cs","20","False"
"LookInspectTargetKind","enum","11","Module\LookModule.cs","Module\LookModule.cs","18","False"
"MapGenModule","class","11","MiniRPG.Shared\Core\Map\MapGenModule.cs","MiniRPG.Shared\Core\Map\MapGenModule.cs","17","False"
"MultiplayerSessionBackend","class","11","MiniRPG.Shared\Module\Session\MultiplayerSessionBackend.cs","MiniRPG.Shared\Module\Session\MultiplayerSessionBackend.cs","43","False"
"NeedActionResult","class","11","MiniRPG.Shared\Core\Needs\NeedModels.cs","MiniRPG.Shared\Core\Needs\NeedModels.cs","160","False"
"PanelEntry","class","11","App\RuntimeUi\RuntimeStatusPanelController.cs","App\RuntimeUi\RuntimeStatusPanelController.cs","376","False"
"PartyActionResult","class","11","MiniRPG.Shared\Core\Data\PartyModule.cs","MiniRPG.Shared\Core\Data\PartyModule.cs","277","False"
"PartyState","class","11","MiniRPG.Shared\Core\Data\PartyModule.cs","MiniRPG.Shared\Core\Data\PartyModule.cs","12","False"
"PzTilePathUtility","class","11","MiniRPG.Shared\Core\Data\PzTileCatalog.cs","MiniRPG.Shared\Core\Data\PzTileCatalog.cs","141","False"
"PzWorldVisualEntry","class","11","MiniRPG.Shared\Core\Data\PzWorldVisualRegistry.cs","MiniRPG.Shared\Core\Data\PzWorldVisualRegistry.cs","103","False"
"RelationEntry","class","11","MiniRPG.Shared\Core\Social\SocialModels.cs","MiniRPG.Shared\Core\Social\SocialModels.cs","12","False"
"RelationshipModule","class","11","MiniRPG.Shared\Core\Social\RelationshipModule.cs","MiniRPG.Shared\Core\Social\RelationshipModule.cs","39","False"
"RoomPlayerState","class","11","MiniRPG.Shared\Core\Multiplayer\RoomModels.cs","MiniRPG.Shared\Core\Multiplayer\RoomModels.cs","35","False"
"sa_family_t","struct","11","MiniRPG.Shared\Vendor\ENet\plugins\NativeSockets\Shared\include\sa_family_t.cs","MiniRPG.Shared\Vendor\ENet\plugins\NativeSockets\Shared\include\sa_family_t.cs","13","False"
"SocialModule","class","11","MiniRPG.Shared\Core\Social\SocialModule.cs","MiniRPG.Shared\Core\Social\SocialModule.cs","18","False"
"TabHelper","class","11","Module\Panel\TabHelper.cs","Module\Panel\TabHelper.cs","7","False"
"TimelineTurnGateway","class","11","MiniRPG.Shared\Module\TimelineTurnGateway.cs","MiniRPG.Shared\Module\TimelineTurnGateway.cs","6","False"
"WorldDeletionStatus","enum","11","MiniRPG.Shared\Module\GameSessionModule.cs","MiniRPG.Shared\Module\GameSessionModule.cs","1066","False"
"WorldEntryInfo","class","11","MiniRPG.Shared\Core\Map\WorldStore.cs","MiniRPG.Shared\Core\Map\WorldStore.cs","81","False"
"WorldSaveDataDeletionStatus","enum","11","MiniRPG.Shared\Module\GameSessionModule.cs","MiniRPG.Shared\Module\GameSessionModule.cs","1074","False"
"WorldStorageMigrationItem","class","11","MiniRPG.Shared\Core\Map\WorldStore.cs","MiniRPG.Shared\Core\Map\WorldStore.cs","137","False"
"XenotypeDef","class","11","MiniRPG.Shared\Core\Genetics\GeneModels.cs","MiniRPG.Shared\Core\Genetics\GeneModels.cs","58","False"
"ActorMemoryKind","enum","12","MiniRPG.Shared\Core\Social\ActorMemoryModule.cs","MiniRPG.Shared\Core\Social\ActorMemoryModule.cs","14","False"
"ActorMemoryModule","class","12","MiniRPG.Shared\Core\Social\ActorMemoryModule.cs","MiniRPG.Shared\Core\Social\ActorMemoryModule.cs","54","False"
"AIBehaviorContext","class","12","MiniRPG.Shared\Core\AI\AIProfiling.cs","MiniRPG.Shared\Core\AI\AIProfiling.cs","38","False"
"AutoTestRuntimeSnapshot","class","12","Module\AutoTestModels.cs","Module\AutoTestModels.cs","167","False"
"ChunkManager","class","12","MiniRPG.Shared\Core\World\ChunkManager.cs","MiniRPG.Shared\Core\World\ChunkManager.cs","11","False"
"CombatFxVisualAsset","record","12","Module\Render\CombatFxPlayer.cs","Module\Render\CombatFxPlayer.cs","293","False"
"CropInstance","class","12","MiniRPG.Shared\Core\Farm\CropModels.cs","MiniRPG.Shared\Core\Farm\CropModels.cs","52","False"
"ENetProtocolHeader","struct","12","MiniRPG.Shared\Vendor\ENet\include\protocol.cs","MiniRPG.Shared\Vendor\ENet\include\protocol.cs","55","False"
"FoodFreshnessEvaluator","class","12","MiniRPG.Shared\Core\Needs\FoodFreshnessEvaluator.cs","MiniRPG.Shared\Core\Needs\FoodFreshnessEvaluator.cs","37","False"
"GridPlacement","class","12","MiniRPG.Shared\Core\Data\GridInventory.cs","MiniRPG.Shared\Core\Data\GridInventory.cs","25","False"
"IGameSessionBackend","interface","12","MiniRPG.Shared\Module\Session\IGameSessionBackend.cs","MiniRPG.Shared\Module\Session\IGameSessionBackend.cs","10","False"
"ItemCategoryDef","class","12","MiniRPG.Shared\Core\Data\Item.cs","MiniRPG.Shared\Core\Data\Item.cs","236","False"
"LobbyCreateRoomRequest","class","12","MiniRPG.Shared\Core\Multiplayer\LobbyService.cs","MiniRPG.Shared\Core\Multiplayer\LobbyService.cs","8","False"
"LookModule","class","12","Module\LookModule.cs","Module\LookModule.cs","36","False"
"MusicTheory","class","12","MiniRPG.Shared\Core\Music\MusicTheory.cs","MiniRPG.Shared\Core\Music\MusicTheory.cs","21","False"
"PresetScenarioCatalog","class","12","MiniRPG.Shared\Core\Map\PresetScenarioCatalog.cs","MiniRPG.Shared\Core\Map\PresetScenarioCatalog.cs","35","False"
"StatusContentMode","enum","12","Module\Panel\StatusModule.cs","Module\Panel\StatusModule.cs","13","False"
"TimelineDebugPhase","enum","12","MiniRPG.Shared\Core\Combat\TimelineTurnManager.cs","MiniRPG.Shared\Core\Combat\TimelineTurnManager.cs","219","False"
"TradeModule","class","12","MiniRPG.Shared\Core\Trade\TradeModule.cs","MiniRPG.Shared\Core\Trade\TradeModule.cs","34","False"
"WeatherMusicHint","enum","12","MiniRPG.Shared\Core\Music\MusicParams.cs","MiniRPG.Shared\Core\Music\MusicParams.cs","69","False"
"WorldToolPreviewHelper","class","12","Module\Render\WorldToolPreviewHelper.cs","Module\Render\WorldToolPreviewHelper.cs","8","False"
"ArpPattern","enum","13","MiniRPG.Shared\Core\Music\Voices\ArpeggioVoice.cs","MiniRPG.Shared\Core\Music\Voices\ArpeggioVoice.cs","125","False"
"AutoTestRunReport","class","13","Module\AutoTestModels.cs","Module\AutoTestModels.cs","38","False"
"CloakKind","enum","13","App\RuntimeUi\EquipmentAppearanceCatalog.cs","App\RuntimeUi\EquipmentAppearanceCatalog.cs","36","False"
"ContinueTarget","class","13","MiniRPG.Shared\Core\Map\WorldStore.cs","MiniRPG.Shared\Core\Map\WorldStore.cs","124","False"
"ConversationRegistry","class","13","MiniRPG.Shared\Core\Conversation\ConversationModels.cs","MiniRPG.Shared\Core\Conversation\ConversationModels.cs","154","False"
"ENetClientState","enum","13","MiniRPG.Shared\Module\Network\ENetGameClient.cs","MiniRPG.Shared\Module\Network\ENetGameClient.cs","222","False"
"FacilityFootprintCell","class","13","MiniRPG.Shared\Core\Data\FacilityModels.cs","MiniRPG.Shared\Core\Data\FacilityModels.cs","173","False"
"HelmetKind","enum","13","App\RuntimeUi\EquipmentAppearanceCatalog.cs","App\RuntimeUi\EquipmentAppearanceCatalog.cs","44","False"
"ITagSource","interface","13","MiniRPG.Shared\Core\Data\TagSystem.cs","MiniRPG.Shared\Core\Data\TagSystem.cs","13","False"
"ITooltipRegistrar","interface","13","Module\Panel\ITooltipRegistrar.cs","Module\Panel\ITooltipRegistrar.cs","19","False"
"LimbTargetOption","class","13","Module\Panel\LimbTargetPanelModule.cs","Module\Panel\LimbTargetPanelModule.cs","10","False"
"LocalServerLaunchResult","class","13","MiniRPG.Shared\Core\Multiplayer\ILocalServerLauncher.cs","MiniRPG.Shared\Core\Multiplayer\ILocalServerLauncher.cs","23","False"
"MultiplayerReconnectTicket","class","13","MiniRPG.Shared\Core\Config\MultiplayerSettings.cs","MiniRPG.Shared\Core\Config\MultiplayerSettings.cs","35","False"
"PlayerTargetSource","enum","13","Module\PlayerTargetingModule.cs","Module\PlayerTargetingModule.cs","9","False"
"PreparedLoadRecovery","class","13","MiniRPG.Shared\Module\GameSessionModule.cs","MiniRPG.Shared\Module\GameSessionModule.cs","1045","False"
"RevivalCostModel","class","13","MiniRPG.Shared\Core\Revival\RevivalCostModel.cs","MiniRPG.Shared\Core\Revival\RevivalCostModel.cs","20","False"
"ReviveService","class","13","MiniRPG.Shared\Core\Revival\ReviveService.cs","MiniRPG.Shared\Core\Revival\ReviveService.cs","36","False"
"RoomSnapshotMessage","record","13","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","440","False"
"StingerDef","class","13","MiniRPG.Shared\Core\Music\StingerBank.cs","MiniRPG.Shared\Core\Music\StingerBank.cs","21","False"
"SurgeryModule","class","13","MiniRPG.Shared\Core\Health\SurgeryModule.cs","MiniRPG.Shared\Core\Health\SurgeryModule.cs","8","False"
"TurnModule","class","13","MiniRPG.Shared\Core\Combat\TurnModule.cs","MiniRPG.Shared\Core\Combat\TurnModule.cs","15","False"
"WorldAssetCleanupStatus","enum","13","MiniRPG.Shared\Module\GameSessionModule.cs","MiniRPG.Shared\Module\GameSessionModule.cs","1082","False"
"WorldManagerModule","class","13","Module\WorldManagerModule.cs","Module\WorldManagerModule.cs","10","False"
"ActorStatusTextBuilder","class","14","Module\Panel\ActorStatusTextBuilder.cs","Module\Panel\ActorStatusTextBuilder.cs","12","False"
"AIUtil","class","14","MiniRPG.Shared\Core\AI\AITypes.cs","MiniRPG.Shared\Core\AI\AITypes.cs","24","False"
"AudioBusSetup","class","14","Module\Audio\AudioBusSetup.cs","Module\Audio\AudioBusSetup.cs","6","False"
"AutoTestCli","class","14","Module\AutoTestCli.cs","Module\AutoTestCli.cs","9","False"
"AwarenessModule","class","14","MiniRPG.Shared\Core\AI\AwarenessModule.cs","MiniRPG.Shared\Core\AI\AwarenessModule.cs","12","False"
"BSPNode","class","14","MiniRPG.Shared\Core\World\Generators\BSPGenerator.cs","MiniRPG.Shared\Core\World\Generators\BSPGenerator.cs","192","False"
"ENetProtocolCommandHeader","struct","14","MiniRPG.Shared\Vendor\ENet\include\protocol.cs","MiniRPG.Shared\Vendor\ENet\include\protocol.cs","61","False"
"EquipSlot","class","14","MiniRPG.Shared\Core\Data\TagSystem.cs","MiniRPG.Shared\Core\Data\TagSystem.cs","62","False"
"FacilityWorkResult","class","14","MiniRPG.Shared\Core\Facility\FacilityConstructionModule.cs","MiniRPG.Shared\Core\Facility\FacilityConstructionModule.cs","17","False"
"GeneDef","class","14","MiniRPG.Shared\Core\Genetics\GeneModels.cs","MiniRPG.Shared\Core\Genetics\GeneModels.cs","26","False"
"IGameEventConsequenceHandler","interface","14","MiniRPG.Shared\Core\Events\IGameEventConsequenceHandler.cs","MiniRPG.Shared\Core\Events\IGameEventConsequenceHandler.cs","12","False"
"IInventoryPanelHost","interface","14","Module\Panel\IInventoryPanelHost.cs","Module\Panel\IInventoryPanelHost.cs","11","False"
"MapEditorEntryMode","enum","14","Module\Editor\MapEditorSession.cs","Module\Editor\MapEditorSession.cs","10","False"
"MapEditorHoverStateKind","enum","14","Module\Editor\MapEditorSession.cs","Module\Editor\MapEditorSession.cs","30","False"
"MenuModule","class","14","Module\MenuModule.cs","Module\MenuModule.cs","8","False"
"MultiplayerHostMode","enum","14","MiniRPG.Shared\Core\Config\MultiplayerSettings.cs","MiniRPG.Shared\Core\Config\MultiplayerSettings.cs","5","False"
"NeedThoughtSources","class","14","MiniRPG.Shared\Core\Needs\NeedModels.cs","MiniRPG.Shared\Core\Needs\NeedModels.cs","15","False"
"PanelDragAvailability","enum","14","Module\Panel\PanelDragService.cs","Module\Panel\PanelDragService.cs","7","False"
"ProceduralFacePartRenderer","class","14","App\RuntimeUi\ProceduralFacePartRenderer.cs","App\RuntimeUi\ProceduralFacePartRenderer.cs","12","False"
"RenderEntry","class","14","Module\Render\ResAccess.cs","Module\Render\ResAccess.cs","238","False"
"SkillBarTab","enum","14","Module\Panel\SkillBarModule.cs","Module\Panel\SkillBarModule.cs","10","False"
"SkillTab","enum","14","Module\Panel\SkillManagerModule.cs","Module\Panel\SkillManagerModule.cs","9","False"
"SurgeryOperationRegistry","class","14","MiniRPG.Shared\Core\Data\ItemContentDefinitions.cs","MiniRPG.Shared\Core\Data\ItemContentDefinitions.cs","142","False"
"WorldManagerContext","enum","14","App\RuntimeUi\WorldManagerContext.cs","App\RuntimeUi\WorldManagerContext.cs","3","False"
"ZoneDef","class","14","MiniRPG.Shared\Core\Zone\ZoneModule.cs","MiniRPG.Shared\Core\Zone\ZoneModule.cs","37","False"
"AutoTestCliParseResult","class","15","Module\AutoTestCli.cs","Module\AutoTestCli.cs","176","False"
"ContinueTargetKind","enum","15","MiniRPG.Shared\Core\Map\WorldStore.cs","MiniRPG.Shared\Core\Map\WorldStore.cs","117","False"
"DebugConfig","class","15","MiniRPG.Shared\Core\Config\GameConfig.cs","MiniRPG.Shared\Core\Config\GameConfig.cs","347","False"
"GrassOverlayForceMode","enum","15","MiniRPG.Shared\Core\Debug\GrassOverlayForceMode.cs","MiniRPG.Shared\Core\Debug\GrassOverlayForceMode.cs","8","False"
"IModalInputLayer","interface","15","Module\IModalInputLayer.cs","Module\IModalInputLayer.cs","5","False"
"InputBindingService","class","15","Module\InputBindingService.cs","Module\InputBindingService.cs","156","False"
"InputContext","class","15","MiniRPG.Shared\Core\AI\Utility\InputResolver.cs","MiniRPG.Shared\Core\AI\Utility\InputResolver.cs","813","False"
"InputGestureKind","enum","15","Module\InputBindingService.cs","Module\InputBindingService.cs","19","False"
"InteractionModule","class","15","MiniRPG.Shared\Core\Data\InteractionModule.cs","MiniRPG.Shared\Core\Data\InteractionModule.cs","14","False"
"QuestTab","enum","15","Module\Panel\QuestPanelModule.cs","Module\Panel\QuestPanelModule.cs","9","False"
"RumorKind","enum","15","MiniRPG.Shared\Core\Social\RumorBus.cs","MiniRPG.Shared\Core\Social\RumorBus.cs","14","False"
"RuntimeBuildActionModule","class","15","MiniRPG.Shared\Core\World\RuntimeBuildActionModule.cs","MiniRPG.Shared\Core\World\RuntimeBuildActionModule.cs","9","False"
"TimelineInputLockReason","enum","15","MiniRPG.Shared\Core\Combat\TimelineTurnManager.cs","MiniRPG.Shared\Core\Combat\TimelineTurnManager.cs","228","False"
"UIContrastMode","enum","15","Module\Panel\UIAccessibilityService.cs","Module\Panel\UIAccessibilityService.cs","7","False"
"WeatherSurface","class","15","MiniRPG.Shared\Core\Weather\WeatherSystem.cs","MiniRPG.Shared\Core\Weather\WeatherSystem.cs","231","False"
"WorldsListFocus","enum","15","Module\WorldManagerModule.cs","Module\WorldManagerModule.cs","23","False"
"AutoTestScenarioContext","class","16","Module\AutoTestModels.cs","Module\AutoTestModels.cs","296","False"
"CombatFxCommandKind","enum","16","Module\Render\CombatFxRegistry.cs","Module\Render\CombatFxRegistry.cs","10","False"
"ENetSocket","struct","16","MiniRPG.Shared\Vendor\ENet\include\win32.cs","MiniRPG.Shared\Vendor\ENet\include\win32.cs","31","False"
"GenePool","class","16","MiniRPG.Shared\Core\Genetics\GeneModels.cs","MiniRPG.Shared\Core\Genetics\GeneModels.cs","87","False"
"ItemSizeRegistry","class","16","MiniRPG.Shared\Core\Data\ItemSizeRegistry.cs","MiniRPG.Shared\Core\Data\ItemSizeRegistry.cs","40","False"
"ReservationService","class","16","MiniRPG.Shared\Module\ReservationService.cs","MiniRPG.Shared\Module\ReservationService.cs","5","False"
"ResourceCatalogSourceModes","class","16","Module\Editor\ResourceCatalogStore.cs","Module\Editor\ResourceCatalogStore.cs","130","False"
"SkillQuery","class","16","MiniRPG.Shared\Core\Data\SkillQuery.cs","MiniRPG.Shared\Core\Data\SkillQuery.cs","10","False"
"Storyteller","class","16","MiniRPG.Shared\Core\Event\Storyteller.cs","MiniRPG.Shared\Core\Event\Storyteller.cs","19","False"
"TradeGood","class","16","MiniRPG.Shared\Core\Trade\TradeModule.cs","MiniRPG.Shared\Core\Trade\TradeModule.cs","18","False"
"CombatFxAnchor","enum","17","Module\Render\CombatFxRegistry.cs","Module\Render\CombatFxRegistry.cs","24","False"
"ContainerSourceKind","enum","17","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","MiniRPG.Shared\Core\Multiplayer\Protocol.cs","65","False"
"DeathReport","class","17","MiniRPG.Shared\Core\Combat\DeathReport.cs","MiniRPG.Shared\Core\Combat\DeathReport.cs","15","False"
"DomainIds","class","17","MiniRPG.Shared\Core\Data\FacilityModels.cs","MiniRPG.Shared\Core\Data\FacilityModels.cs","73","False"
"InputModule","class","17","Module\InputModule.cs","Module\InputModule.cs","14","True"
"InventoryResult","class","17","MiniRPG.Shared\Core\Data\InventoryModule.cs","MiniRPG.Shared\Core\Data\InventoryModule.cs","7","False"
"NoteEvent","class","17","MiniRPG.Shared\Core\Music\MusicScore.cs","MiniRPG.Shared\Core\Music\MusicScore.cs","6","False"
"TeamMode","enum","17","MiniRPG.Shared\Core\Multiplayer\RoomModels.cs","MiniRPG.Shared\Core\Multiplayer\RoomModels.cs","14","False"
"WeaponKind","enum","17","App\RuntimeUi\EquipmentAppearanceCatalog.cs","App\RuntimeUi\EquipmentAppearanceCatalog.cs","28","False"
"WeatherState","class","17","MiniRPG.Shared\Core\Weather\WeatherSystem.cs","MiniRPG.Shared\Core\Weather\WeatherSystem.cs","28","False"
"BeardShape","enum","18","App\RuntimeUi\CharacterGeometryProfiles.cs","App\RuntimeUi\CharacterGeometryProfiles.cs","108","False"
"EntityAccess","class","18","MiniRPG.Shared\Core\World\EntityAccess.cs","MiniRPG.Shared\Core\World\EntityAccess.cs","11","False"
"FacilityConstructionModule","class","18","MiniRPG.Shared\Core\Facility\FacilityConstructionModule.cs","MiniRPG.Shared\Core\Facility\FacilityConstructionModule.cs","26","False"
"HealthConditionState","class","18","MiniRPG.Shared\Core\Health\HealthModels.cs","MiniRPG.Shared\Core\Health\HealthModels.cs","41","False"
"IMapGenerator","interface","18","MiniRPG.Shared\Core\World\IMapGenerator.cs","MiniRPG.Shared\Core\World\IMapGenerator.cs","7","False"
"InteractionDefs","class","18","MiniRPG.Shared\Core\Data\InteractionDefs.cs","MiniRPG.Shared\Core\Data\InteractionDefs.cs","8","False"
"MusicScore","class","18","MiniRPG.Shared\Core\Music\MusicScore.cs","MiniRPG.Shared\Core\Music\MusicScore.cs","32","False"
"NeedActionModule","class","18","MiniRPG.Shared\Core\Needs\NeedActionModule.cs","MiniRPG.Shared\Core\Needs\NeedActionModule.cs","8","False"
"PauseMenuAction","enum","18","Module\Panel\SettingsFlowCoordinator.cs","Module\Panel\SettingsFlowCoordinator.cs","19","False"
"Season","enum","18","MiniRPG.Shared\Core\Calendar\CalendarService.cs","MiniRPG.Shared\Core\Calendar\CalendarService.cs","76","False"
"TerrainAtlas","class","18","Module\Render\TerrainAtlas.cs","Module\Render\TerrainAtlas.cs","14","False"
